id,number,title,short_description,long_description,category_id,subcategory,weight,price,image
01373,373,Борчанский,373.,"373.Борчанский. Раннеспелый сорт. Предназначен для возделывания в открытом и защищенном грунте. Плоды среднего размера, массой 2,5-3кг, округлые, зеленые, с темно-зелеными шиповатыми полосками. Мякоть нежная зернистая, сочная, карминно-красная, сладкая. 21:41",1,Раннеспелый,5000-3000,,p_01373_1.jpg
01374,374,Борчанский,374.,"374. Борчанский.Раннеспелый сорт. Предназначен для возделывания в открытом и защищенном грунте. Плоды среднего размера, массой 2,5-3кг, округлые, зеленые, с темно-зелеными шиповатыми полосками. Мякоть нежная зернистая, сочная, карминно-красная, сладкая. 21:44",1,Раннеспелый,5000-3000,,p_01374_1.jpg
01375,375,Княжич,375.,"375. Княжич.Раннеспелый сорт. Плод округлый или овальный, светло-зеленый с темно-зелеными шиповатыми полосками, массой 5,9 кг. Мякоть нежная, малиновая, зернистая, сочная,очень сладкая. Семена мелкие, коричневые с черными точками. 21:48",1,Раннеспелый,9000,,p_01375_1.jpg
01376,376,Княжич,376.,"376.Княжич. Раннеспелый сорт. Плод округлый или овальный, светло-зеленый с темно-зелеными шиповатыми полосками, массой 5,9 кг. Мякоть нежная, малиновая, зернистая, сочная,очень сладкая. Семена мелкие, коричневые с черными точками. 21:53",1,Раннеспелый,9000,,p_01376_1.jpg
21377,377,Каховский,377.,"377.Каховский. Сорт раннеспелый, от всходов до начала созревания плодов 67-70 дней. Плоды шарообразной формы, гладенькие, цвет плодов зеленый, рисунок - темно-зеленые полосы.Кора средней толщины (9,0-12,0 мм) редко до 15,0 мм. Мякоть красного цвета, зернистая, 22:05",21,Раннеспелый,,,p_21377_1.jpg
01378,378,Крымсон свит,378.,"378. Крымсон свит.Лидер рынка по раннеспелости (60-65 дней). Высокопродуктивный. Пригоден для выращивания в открытом грунте и под пленкой. Дает стабильный урожай даже в засушливых условиях. Плоды округлой формы, полосатые, средней массой 7-9 кг, 22:08",1,Раннеспелый,7000-9000,,p_01378_1.jpg
21379,379,Мелитопольский,379.,"379. Мелитопольский.Сорт среднеспелый - 80-105 дней. Плод тупо-элипсовидный, зеленый с темно-зелеными шиповатыми полосами, мякоть интенсивно-розовая или малиновая, сочная, сладкая.Урожайность 2,2-3,2 кг/ кв.м, средняя масса плода 4-12 кг 22:14 380 Огонек.Скороспелый, вегетационный период 65-75 дней. Плоды шаровидные с гладкой поверхностью, черно-зеленого цвета. Кора тонкая. Мякоть ярко-красная, зернистая,сочная, сладкая. Семена мелкие, коричневые. 22:17",21,Среднеспелый,2000,,p_21379_1.jpg
21381,381,Огонек,381.,"381.Огонек.Скороспелый, вегетационный период 65-75 дней. Плоды шаровидные с гладкой поверхностью, черно-зеленого цвета. Кора тонкая. Мякоть ярко-красная, зернистая,сочная, сладкая. Семена мелкие, коричневие. 22:23 382 Северное сияние. Ультраскороспелый, предназначен для выращивания рассадным и безрассадным способом, удается получить высокий урожай даже в северных и западнях областях Украины. 22:27 383 Роза юго-востока.Сорт среднеспелый - 76-90 дней. Плод шаровидный, светло-зеленый с широкими темно-зелеными размытыми полосами, мякоть карминно-красная, зернистая. Урожайность 2,0- 2,8 кг/ кв.м. Средняя масса плода 1,5-3,0 кг. Вкусовые качества хорошие, 22:30 384 Сахарный малыш.Сверхранний, высокопродуктивный, имеет отличные вкусовые и товарные качества.Подходит для открытого грунта и пленочных укрытий. Растение мощное, характеризуется быстрым созреванием плодов. Плоды округлой формы, весом 4-6кг, однородные, темно-зеленые. Мякоть ярко-красная. 22:35",21,Среднеспелый,4000-6000,,p_21381_1.jpg
01385,385,Таврийский,385.,"385. Таврийский.Среднеспелый крупноплодный сорт, является национальным стандартом Украины. Плоды массой 10-15 кг, тупоэллептические. Мякоть малиновая, зернистая, не ослизняется, а усыхает, очень сладкая. Семена белые, среднего размера. Сорт отличается очень хорошими вкусовыми качествами плодов . 22:48",1,Среднеспелый,10000-15000,,p_01385_1.jpg
21386,386,Чарльстон грей,386.,"386. Чарльстон грей.Среднеспелый сорт. Вегетационный период от всходов до технической спелости 75-95дней. Мякоть хрустящая, темно-красная, без прожилок, очень сладкая, сочная и ароматная. Плоды крупные, светло-зеленого цвета с темно-зелеными прожилками,овальной формы, массой 10-12 кг. 22:56 387 Холодок.Среднепоздний сорт, очень лежкий и транспортабельный. Растение мощное,длинноплетистое. Плод удлиненно-шаровидный, крупный. Мякоть интенсивно-красная, с розовым оттенком, зернистая, нежная, сладкая, сочная. Хранится до Нового года. 23:06",21,Среднеспелый,10000-12000,,p_21386_1.jpg
08388,388,Широненский,388.,"388.Широненский.Раннеспелый, транспортабельный, пригоден для одноразовых сборов, лежкий. Вегетационный период 84 дня. Плод округлый, гладкий, массой 2,7-2,8 кг. Рисунок в виде салатных полосок со слабым восковым налетом, без сетки. Мякоть розово-малиновая, 23:13",8,Раннеспелый,8000,,p_08388_1.jpg
01389,389,Ярыло,389.,"389.Ярыло.Сорт раннеспелый, от всходов до первого сбора 65-75 дней. Относительно устойчив к фузариозному увяданию, бактериозу, антракнозу. Плоды шаровидные, гладкие с темно-зеленой окраской фона и еле заметными рисунками. Мякоть карминно-красная, сочная, 4 November 2020 М 09:49 Мама",1,Раннеспелый,,,p_01389_1.jpg
14390,390,Алушта,390.,"390. Алушта.Сорт ранний, устойчивый к воздушной и грунтовой засухе, транспортабельный. До сбора 77 дней. Плод овальный, массой 1,8-2кг, поверхность слабо бугристая, желтая. Мякоть белая, толстая, маслянистая, нежная, сладкая, сочная, з дынным ароматом. Устойчив к антракнозу, мучнистой и серой гнили. 10:03",14,,8000-2000,,p_14390_1.jpg
21391,391,Ананас,391.,"391. Ананас.Среднеспелый сорт. Вегетационный период от всходов до технической спелости 75-95 дней.Плоды овальной формы, оранжевого цвета с сеткой на кожуре, длиной 14-16см, массой 2-2,5кг.Мякоть белая, сочная, маслянистая и ароматная, по вкусу напоминает ананас. 10:09",21,Среднеспелый,5000,,p_21391_1.jpg
01392,392,Амал F1,392.,392. Амал F,1,Гибрид F1,,,p_01392_1.jpg
21393,393,Берегиня,393.,"393. Берегиня.Раннеспелый (74-92 дня), высокопродуктивный сорт. Плоды короткоовальные или шаровидные, желто-оранжевого цвета, массой 2,5-3кг, отдельные до 5кг. Кожица сетчатая, мякоть сочная, сладкая, очень ароматная. 10:43",21,Раннеспелый,5000-3000,,p_21393_1.jpg
01394,394,Дубовка,394.,"394. Дубовка.Среднеспелый сорт. Плоды крупные, округло-овальные, светло-желтые или желтые. При дозревании весь плод покрыт мелкой сеткой. Мякоть твердая, очень сладкая, сочная, ароматная. Теплолюбивое, жаростойкое и засухоустойчивое растение. 10:46",1,Среднеспелый,,,p_01394_1.jpg
01395,395,Золотистая,395.,"395. Золотистая.Раннеспелый, высокоурожайный (2-2,5 кг с кв.м) сорт. От массовых всходов до первого сбора 80-85 дней.Плоды округлые, крупные и средние, желто-оранжевые в сетке. Мякоть белая, толстая, нежная, сладкая,высоких вкусовых качеств. Транспортабельность хорошая. 10:52",1,Раннеспелый,5000,,p_01395_1.jpg
01396,396,Золотистая,396.,"396. Золотистая.Раннеспелый, высокоурожайный (2-2,5 кг с кв.м) сорт. От массовых всходов до первого сбора 80-85 дней.Плоды округлые, крупные и средние, желто-оранжевые в сетке. Мякоть белая, толстая, нежная, сладкая,высоких вкусовых качеств. Транспортабельность хорошая. 11:00",1,Раннеспелый,5000,,p_01396_1.jpg
01397,397,Инея,397.,"397. Инея.Сорт раннеспелый, урожайный. Вегетационный период 75-90 дней. Плоды овальные, хорошего товарного вида,крупные, желтые, в сетке. Мякоть толстая, белая, нежная, тающая, очень сладкая. 11:06",1,Раннеспелый,,,p_01397_1.jpg
01398,398,Казачка 244,398.,398. Казачка,1,,,,p_01398_1.jpg
01399,399,Колхозница,399.,"399. Колхозница.Раннеспелая, приносит обильный урожай и всегда хорошо плодоносит. Вегетационный период 80 дней. Плоды округлые, гладкие, с сеткой на кожуре. Мякоть мясистая, белая, сочная, маслянистая и очень ароматная. 11:12",1,Раннеспелый,,,p_01399_1.jpg
01400,400,Криничанка,400.,"400. Криничанка.Сверхранний, устойчивый к недостатку тепла и солнечного освещения. До дозревания 70 дней. Плод овальный, большой, массой 2-2,4кг. 11:16",1,,4000,,p_01400_1.jpg
01401,401,Леся,401.,"401. Леся.Сорт раннеспелый, сетчатого типа, предназначен для выращивания в открытом грунте. Плоды овальные,массой 1,3-2,3 кг, кожица сетчатая, тонкая, желто-оранжевая. Мякоть белая, сочная, очень ароматная, с высоким содержанием сахара, высоких вкусовых качеств. 11:19",1,Раннеспелый,3000,,p_01401_1.jpg
21402,402,Медовый аромат,402.,"402. Медовый аромат.Средне-ранний сорт голландской селекции. Растение средней силы роста. Плоды округлые с сетчатой кожурой, желто-коричневой окраски привлекательного внешнего вида, массой 1-1,2 кг. Мякоть сочная, нежная, оранжевого цвета, с сильным ароматом. Вкусовые качества отличные. 11:26",21,,2000,,p_21402_1.jpg
01403,403,Титовка,403.,"403. Титовка.Ультрараннеспелый, холодостойкий сорт. В южных районах Украины поспевает на 55-65 день после всходов, а в западных областях – на 75-85 день. Плод короткоовальный, средней массой 1,5-3 кг. Кожица желто-оранжевая, тонкая. 11:29",1,Раннеспелый,5000-3000,,p_01403_1.jpg
01404,404,Ефиопка,404.,"404.Ефиопка. Середньоранній сорт. Дозріває через 70-80 днів після появи сходів. Рослини компактні,потужні. Плоди овально-округлі, середні, великі і дуже великі. Маса плодів від 3,0 до 7,0 М 11:55 Мама",1,,,,p_01404_1.jpg
01405,405,Приднестровская,405.,"405.Приднестровская.Раннеспелая, от всходов до первого сбора 70-75 дней. Плод овальный, массой 0,7-1,8кг. Поверхность гладкая, желтая, сетка густая. Мякоть белая, толстая, хрустящая, сочная, сладкая. Аромат густой. Устойчив к мучнистой росе и бактериозу. М 12:11 Мама",1,Раннеспелый,8000,,p_01405_1.jpg
14406,406,Дыня Ранняя133,406.,406. Дыня Ранняя133. 12:51,14,,,,p_14406_1.jpg
01407,407,Волжская серая 92,407.,407.Волжская серая,1,,,,p_01407_1.jpg
21408,408,Гилея,408.,"408. Гилея.Мускатный, скороспелый, высокоурожайный сорт, вегетационный период 110 дней. Плод шаровидный или овальный, массой 6-9 кг. Содержит большое количество каротина и пектина. Мякоть очень сладкая, ярко-красного цвета. Отсутствует темно-зеленый слой под коркой. 12:18",21,Скороспелый,6000-9000,,p_21408_1.jpg
01409,409,Миндальная 35,409.,409. Миндальная,1,,,,p_01409_1.jpg
03410,410,Мускат де Прованс,410.,"410.Мускат де Прованс. .Высокоурожайный среднеспелый (110-115 дней) сорт тыквы. Растение мощное, формирует большие, красно-оранжевые, округло-приплюснутые плоды с сегментированной поверхностью. Мякоть ярко оранжевая, плотнаяс высоким содержанием сахара. 12:30",3,Среднеспелый,,,p_03410_1.jpg
21411,411,Голосеменная,411.,"411. Голосеменная.Сорт среднеспелый, теплолюбивый. Стебель длинный, стелющийся, сильноразветвленный. Женского типа цветения. Плоды высоких вкусовых качеств. Мякоть ярко-желтая, сладкая. Употребляют в свежем виде,изготавливают соки, варят, тушат, пекут. 12:35",21,Среднеспелый,,,p_21411_1.jpg
21412,412,Украинская многоплодная,412.,"412.Украинская многоплодная.Сорт раннеспелый, теплолюбивый. От посева до сбора плодов – 88-92 дня. Стебель длинный, стелющийся, до 10 м длиной. Женского типа цветения. Плоды высоких вкусовых качеств Мякоть желтая сладкая.Употребляют в свежем виде, изготавливают соки, варят, тушат, пекут. 👍 М 12:47 Пропустила в прайсе",21,Раннеспелый,,,p_21412_1.jpg
32413,413,Арабатськая,413.,"413. Арабатськая. Сорт столового назначения, мускатного типа. Плоды удлиненно-цилиндрические, с утолщением возле основы, средней массой 5-9 кг, длиной 56 см и диаметром 13-14 см. Мякоть плотная, толстая, ярко-оранжевая, сочная, сладкая. Поздняя, длинноплетистая, транспортабельная, лежкая. 18:47 Пошли кабачки. М 19:04 Мама",32,,5000-9000,,p_32413_1.jpg
01414,414,Аэронавт,414.,"414. Аэронавт.Сорт раннеспелый, в плодоношение вступает на 46 день. Растение кустовое, компактное, плетей мало, главный побег короткий. Плод цилиндрический, гладкий, темно-зеленый, массой 1,3 кг. Кора тонкая. Мякоть белая, плотная, нежная, сочная, вкусная. 19:09",1,Раннеспелый,3000,,p_01414_1.jpg
32415,415,Анаконда,415.,"415. Анаконда. Смесь четырех самых лучших сортов кабачка, раннеспелых,кустовых с одинаковыми сроками созревания. 19:17",32,Раннеспелый,,,p_32415_1.jpg
21416,416,Белоплодный,416.,"416.Белоплодный.Раннеспелый, очень высокоурожайный сорт. Растение кустовое, с большим количеством женских цветков, что обеспечивает большую отдачу урожая. Плод цилиндрический, с небольшим сужением к плодоножке, беловатый, массой 0,6-0,9 кг. Мякоть белая или светло-кремовая, средней плотности. 19:21",21,Раннеспелый,9000,,p_21416_1.jpg
01417,417,Вайт-Буш F1,417.,417.Вайт-Буш F,1,Гибрид F1,,,p_01417_1.jpg
01418,418,Грибовский 37,418.,418.Грибовский,1,,,,p_01418_1.jpg
01419,419,Зебра,419.,"419.Зебра.Сорт раннеспелый, в плодоношение вступает на 38-й день. Растение кустовое, компактное, плетей мало, главный стебель короткий. Плод цилиндрический, массой 0,5 кг, светло-зеленый, рисунок – широкие продольные темно-зеленые полосы. Мякоть белая, хрустящая, плотная, нежная, сочная. 20:55",1,Раннеспелый,5000,,p_01419_1.jpg
21420,420,Золотинка,420.,"420. Золотинка.Сорт раннеспелый, в плодоношение вступает на 46 день, от появления всходов. Растение кустовое, компактное. Плоды удлинённо- цилиндрические, золотисто- желтого цвета, массой 1-1,5кг, хорошо транспортируются и сохраняются 20:57",21,Раннеспелый,5000,,p_21420_1.jpg
01421,421,Кустовой,421.,"421.Кустовой.Раннеспелый, урожайный сорт. В плодоношение вступает на 40-45 день. Кустовой, с куста снимают до 10 плодов средней массой 0,5 кг. В открытый грунт высевают в конце мая на глубину 5-6 см в рыхлой почве, в плотной – на 3-4 см. 20:59",1,Раннеспелый,5000,,p_01421_1.jpg
01422,422,Одесский,422.,"422.Одесский.Сорт скороспелый (от всходов до технической спелости — 40-41 день). Растение кустовое. Плод цилиндрический, гладкий, молочной или бледно-зеленой окраски. Мякоть в технической спелости светло-желтая или розовато-желтая. Устойчив к болезням. 21:02",1,Скороспелый,,,p_01422_1.jpg
01423,423,Черный красавец,423.,"423. Черный красавец.Раннеспелый сорт. Растение кустовое, компактное, плетей мало, главный побег короткий. Плод удлиненно-цилиндрический, гладкий, темно-зеленый. Кора тонкая. Мякоть белая, плотная, нежная, сочная, вкусная. Транспортабельность и лежкость хорошие. 21:04",1,Раннеспелый,,,p_01423_1.jpg
01424,424,Ролик,424.,"424. Ролик.Сорт ультраскороспелый. Одновременно формирует 3-5 плодов. Растение кустовое с укороченными междоузлиями. Плод овальный, гладкий. Сетка и рисунок отсутствуют. Мякоть в товарной спелости светло-зеленая, плотная. Транспортабельность хорошая. Сорт устойчив к пониженным температурам. 21:06",1,Ультраскороспелый,,,p_01424_1.jpg
21425,425,Скворушка,425.,"425. Скворушка.Раннеспелый, кустовой сорт с интенсивным ростом плодов и дружным созреванием. До начала плодоношения 35-40 дней. Сорт насыщен женскими цветками. Плод зелёный, цилиндрический, длиной около 23см, массой 300-500г. Мякоть светло-салатового цвета, сочная. Сорт относительно стойкий против болезней. 21:09",21,Раннеспелый,300-500,,p_21425_1.jpg
01426,426,Цукеша,426.,"426.Цукеша.Скороспелый, высокоурожайный сорт. Вегетационный период от всходов до начала плодоношения 40-45 дней. Куст компактный, без боковых побегов. Плоды цилиндрической формы с гладкой поверхностью, темно-зеленые с мелкими крапинками. 21:11",1,Скороспелый,,,p_01426_1.jpg
01427,427,Чаклун,427.,"427.Чаклун.Раннеспелый сорт, от полных всходов до первого сбора плодов проходит 45 дней. Растение кустовой формы, компактное. Характеризуется дружной отдачей урожая. Плоды цилиндрические, длиной 15-20 см, диаметром 5-7 см, массой 350 г, белые, слабо глянцевые. 21:14",1,Раннеспелый,350,,p_01427_1.jpg
01428,428,Кавили F1,428.,428.Кавили F,1,Гибрид F1,,,p_01428_1.jpg
21429,429,Свитозар,429.,"429. Свитозар.Раннеспелый сорт, от массовых всходов до первого сбора плодов проходит 41-50 дней. Растение кустовой формы, без боковых побегов. Сортотип цуккини. Плоды цилиндрические, гладкие, желтого цвета, длиной 26-30 см, массой 500-800 г. 9 November 2020 М 18:01 Мама клубника. 11 November 2020 М 20:29 Мама",21,Раннеспелый,500-800,,p_21429_1.jpg
02430,430,Патиссон Белый,430.,"430.Патиссон Белый.Среднеспелый, в плодоношение вступает на 65-86 день. Растение кустовой формы. Плоды мелкие, тарелочной формы с округло-зубчатыми краями, в технической спелости светло-салатные в биологической – белые. Ценный витаминный и диетический продукт. 20:32",2,Среднеспелый,,,p_02430_1.jpg
21431,431,Патиссон Малахит,431.,"431. Патиссон Малахит.Раннеспелый, в плодоношение вступает на 65 день. Растение кустовой формы. Плоды мелкие, тарелочной формы с округло-зубчатыми краями, зеленого цвета. Ценный витаминный и диетический продукт. 20:34",21,Раннеспелый,,,p_21431_1.jpg
02432,432,Патиссон Оранжевый,432.,"432. Патиссон Оранжевый.Ранний, в плодоношение вступает на 65 день. Растение кустовой формы. Плоды мелкие, тарелочной формы с округло-зубчатыми краями, в технической спелости светло-желтые в биологической – оранжевые. Ценный витаминный и диетический продукт. М 22:24 Мама",2,,,,p_02432_1.jpg
02433,433,Патиссон Сашенька,433.,"433.Патиссон Сашенька. Новый сорт, мелкоплодный, урожайный, тарелочной формы , белый ,в консервации напоминает грибы. 13 December 2020 М 15:32 Мама зеленые культуры 15:44",2,,,,p_02433_1.jpg
21435,435,Салат  Верна,435.,"435.Салат Верна.Среднеспелый ( 70-75 дней ) сорт. Головки плотные, могут достигать массы около 1кг. Расцветка готовой продукции — ярко- зеленая. Листья хорошо отделяются друг от друга. Салат сочный, хрустящий. 15:48",21,Среднеспелый,1000,,p_21435_1.jpg
08436,436,Латук,436.,"436. Латук.Раннеспелый салат, образует кудрявую головку с красивими блестящими листьями. Консистенция листа хрустящая, плотная. Вкус очень хороший. Высоких товарных качеств, имеет длительный период хозяйственной годности. 15:55",8,Раннеспелый,,,p_08436_1.jpg
08437,437,Салат Лоло Бионда,437.,"437. Салат Лоло Бионда.Раннеспелый листовой салат предназначенный для выращивания с весны до поздней осени. От полных всходов до технической спелости 40-50 дней. Листья курчавые, светло-зеленой окраски, мясистые и нежные на вкус. 16:02",8,Раннеспелый,,,p_08437_1.jpg
08438,438,Салат Лоло Росса,438.,"438. Салат Лоло Росса. Раннеспелый листовой салат. От полных всходов до технической спелости 40-50 дней. Листья курчавые, светло-зеленой окраски с широким розовым краем. Возделывается в открытом и защищенном грунте. 16:04",8,Раннеспелый,,,p_08438_1.jpg
01439,439,Одесский кучерявец,439.,"439. Одесский кучерявец.Раннеспелый, высокоурожайный (до 5 кг/кв.м) сорт, богатый витаминами и минеральными солями. Растение формирует курчавые листья, без содержания горечи,. культура холодостойкая. 16:13",1,Раннеспелый,5000,,p_01439_1.jpg
05440,440,Палитра,440.,"440. Палитра.Смесь семи самых популярных видов салата, 1000семян. Предназначенных для длительного срока сбора в виду разности сроков созревания сортов. 16:17 image_2020-12-13_16-03-30.png Not included, change data exporting settings to download. 234.3 KB 441 Салат Руккола.Теплолюбивое многолетнее растение. Листья собраны в густую прикорневую розетку. В пищу используют свежие молодые листья с пряным острым вкусом и ароматом ореха, из которых готовят салаты и блюда с сыром. 16:19 image_2020-12-13_16-05-53.png Not included, change data exporting settings to download. 245.2 KB",5,,,,p_05440_1.jpg
08442,442,Салат Снежинка,442.,"442.Салат Снежинка.Раннеспелый листовой сорт, для выращивания в открытом грунте и в пленочных укрытиях. Вегетационный период от всходов до технической спелости 20-25 дней. Образует компактную розетку, диаметром 20-25 см. 16:24",8,Раннеспелый,,,p_08442_1.jpg
08443,443,Салат,443.,"443.Салат. Айсберг.Раннеспелый, высокоурожайный сорт кочанного салата для весеннего и осеннего выращивания в открытом грунте и под пленкой. Вегетационный период от всходов до сбора урожая - 58-65 дней. Формирует крупные кочаны. 16:27",8,Раннеспелый,,,p_08443_1.jpg
08444,444,Салат Тайфун,444.,"444. Салат Тайфун.Листовой салат с хрустящими сочными листьями. Розетка листьев высотой 20 см, диаметром 27 см. Лист крупный, зеленый, сильноволокнистый. Масса растения 200-220 гр, урожайность 3,5 кг/м",8,,200000-220000,,p_08444_1.jpg
04445,445,Салат Мизуна это японская листовая капустанеприхотливая в выращивании с нежными листьями широко применяемая в блюдах как украшение с особенным вкусом,445.,445. Салат Мизуна это японская листовая капустанеприхотливая в выращивании с нежными листьями широко применяемая в блюдах как украшение с особенным вкусом,4,,,,p_04445_1.jpg
08446,446,Салат,446.,"446. Салат. Каталогна.Среднеспелый листовой салат,с приподнятой розеткой массой 90-100гр, итальянский сорт ,предназначен для бутербродов. 16:57",8,Среднеспелый,90-100,,p_08446_1.jpg
21447,447,Валерианнела салатная,447.,"447. Валерианнела салатная. Однолетнее растение,хорошо развита прикорневая розетка, влаголюбива,листья сладкие ,используются до цветения. 14 December 2020 М 14:03 Мама",21,Салатный,,,p_21447_1.jpg
08448,448,Шпинат Матадор,448.,"448. Шпинат Матадор.Сорт ранний (30-35 дней от полных всходов до технической спелости). Розетка полуприподнятая, компактная. Лист серо-зеленый, глянцевый, толстый, овальный. Сорт требует обильных поливов. 14:09",8,,,,p_08448_1.jpg
08449,449,Щавель широколистый,449.,"449. Щавель широколистый. Раннеспелый, от всходов до хозяйственной годности 40-45 дней. Устойчив, зимостойкий. Лист удлиненно-яйцевидный, зеленый. Рекомендуется для выращивания в открытом грунте при весеннем, летнем и подзимнем сроках сева. М 15:21 Мама",8,Раннеспелый,,,p_08449_1.jpg
21450,450,Щавель широколистый,450.,"450.Щавель широколистый. От всходов до хозяйственной годности 40-45 дней. Устойчив к цветущности, зимостойкий. Лист удлиненно-яйцевидный, зеленый. Рекомендуется для выращивания в открытом грунте. 15:29",21,,,,p_21450_1.jpg
20451,451,Базелик фиолетовый,451.,"451.Базелик фиолетовый. Растение, не выносит низких температур. Размножают рассадой или посевом в открытый грунт. На рассаду высевают за 1,5-2 месяца до высадки в грунт, на глубину 1,5-2см. 15:32 452 Базилик Ереванский.Этот скороспелый сорт с богатым содержанием эфирных масел станет изысканной приправой для блюд. Имеет приятный запах душистого перца и чая, в свежем виде является ценным источником каротина. 15:40",20,Скороспелый,,,p_20451_1.jpg
08453,453,Базилик Мамонт,453.,"453. Базилик Мамонт.Салатний, ранньостиглий сорт (30-40 днів) висотою 25-40 см. Рослина формує компактний кущик з великими яскраво-зеленими листками (по типу салату ""Латук"") і має дуже чудовий аромат. 15:47",8,Салатный,,,p_08453_1.jpg
20454,454,Грибная трава,454.,"454. Грибная трава. Однолетнее травянистое растение из семейства бобовых. Используется как пряность, которая придает неповторимый вкус и аромат грибов. Размножается семенами, которые высевают во второй половине апреля. 16:06",20,,,,p_20454_1.jpg
01455,455,Эстрагон тархун,455.,455. Эстрагон тархун,1,,,,p_01455_1.jpg
20456,456,Тмин,456.,"456. Тмин.Пряно-вкусовое растение, образующее в первый год розетку листьев, во второй - стебель и семена. В пищу используют молодые листья или семена, с ними варят супы и тушат мясо, добавляют для ароматизации выпечки. М 16:28 Мама",20,,,,p_20456_1.jpg
07457,457,Кинза,457.,"457.Кинза.Однолетнее растение с пряными листьями и семенами. Свежую зелень используют для приготовления салатов, мясных, рыбных, овощных блюд. Семена используют для ароматизации при хлебопечении, изготовлении колбас, тушении мяса. М 16:44 Мама 458 Укроп Аллигатор.Сорт предназначен для выращивания на зелень (40-45 дней от массовых всходов до уборки). Розетка листьев крупная приподнятая, высотой 14-25 см. Листья зеленые с сизым оттенком, ароматные. 16:50",7,,,,p_07457_1.jpg
21459,459,Укроп Грибовский от полных всходов до цветения 62-67 дней,459.,459. Укроп Грибовский от полных всходов до цветения 62-67 дней,21,,,,p_21459_1.jpg
21460,460,Укроп Грибовский,460.,"460.Укроп Грибовский.Среднеспелый, от полных всходов до цветения 62-67 дней. Розетка полу раскидистая, средней величины. Лист темно-зеленый, со слабым восковым налетом. 16:59",21,Среднеспелый,,,p_21460_1.jpg
20461,461,Укроп кустовой,461.,"461. Укроп кустовой.Уникальный сорт укропа, относящийся к типу не желтеющих укропов. Формирует мощный, облиственный куст. Листья крупные, длиной 28-36 см, шириной 30-36 см, зеленые с восковым налетом. Высокоурожайный, урожай зелени – 2,8 кг с кв.м. М 17:14 Мама",20,,8000,,p_20461_1.jpg
33463,463,Огуречная трава Бораго,463.,"463. Огуречная трава Бораго.Листя молодой огуречной травы, которые имеют лекарственные свойства, используют как салатное растение. Листья собирают до появления цветочного стебля. 17:17",33,Салатный,,,p_33463_1.jpg
20464,464,Пастернак Петр,464.,"464.Пастернак Петр.Пряное растение. Вкус сладковатый. Ароматичность высокая. В пищу (в домашней кулинарии, при консервации) используют корнеплоды и листья в молодом возрасте. 17:21",20,,,,p_20464_1.jpg
20465,465,Петрушка корневая,465.,"465.Петрушка корневая.Корневой скороспелый сорт, вегетационный период 65-75 дней. Холодостойкий, хорошо зимует в открытом грунте. Устойчив к грибковым заболеваниям. Для получения хороших крупных корнеплодов, во время роста зелень не срезайте - этим вы ослабите растение. М 19:09 Мама",20,Скороспелый,,,p_20465_1.jpg
20466,466,Петрушка кудрявая,466.,"466.Петрушка кудрявая.Образует крупную листовую розетку с большим количеством гофрированных листьев. Формирует ранний и высокий урожай листьев. Рекомендуется для использования зелени в свежем виде, для сушки и консервирования М 20:30 Мама",20,,,,p_20466_1.jpg
20467,467,Петрушка кучерявая,467.,"467.Петрушка кучерявая.Образует крупную листовую розетку с большим количеством гофрированных листьев. Формирует ранний и высокий урожай листьев. Рекомендуется для использования зелени в свежем виде, для сушки и консервирования. 20:34",20,,,,p_20467_1.jpg
20468,468,Петрушка Гигантела  листовая,468.,"468. Петрушка Гигантела листовая. скороспелый сорт, вегетационный период 65-75 дней. Образует крупную розетку(50-100 листьев), формирует ранний и высокий урожай сочной зеленой массы и крупный корень. Сорт холодостойкий, хорошо зимует . 20:37",20,Скороспелый,,,p_20468_1.jpg
